Source|Rate|325
RBA rate |USD|0.629690476
RBA rate |CNY|4.566504762
RBA rate |JPY|93.92285714
RBA rate |EUR|0.583271429
RBA rate |KRW|918.11
RBA rate |GBP|0.488080952
RBA rate |SGD|0.841585714
RBA rate |INR|54.53714286
RBA rate |THB|21.30428571
RBA rate |NZD|1.100652381
RBA rate |TWD|20.76857143
RBA rate |MYR|2.793957143
RBA rate |IDR|10367.04762
RBA rate |VND|16087.95238
RBA rate |HKD|4.894457143
RBA rate |CAD|0.904219048
RBA rate |CHF|
RBA rate |PHP|36.13714286
RBA rate |SDR|0.474395238
XE Rate |AED|2.29504
XE Rate |ARS|670.559
XE Rate |BOB|4.34298
XE Rate |BWP|8.58339
XE Rate |BRL|3.62183
XE Rate |CHF|0.552893
XE Rate |CLP|592.911
XE Rate |COP|2610.17
XE Rate |CRC|310.61
XE Rate |MXN|12.7566
XE Rate |MYR|2.77146
XE Rate |PEN|2.29627
XE Rate |PYG|5000.48
XE Rate |QAR|2.27473
XE Rate |ZAR|11.4483
XE Rate |UYU|26.3532
Monthly Exch Rate |CAD|0.898069151
Monthly Exch Rate |EUR|0.576801061
Monthly Exch Rate |GBP|0.481788399
Monthly Exch Rate |HKD|4.854392497
Monthly Exch Rate |JPY|93.58126129
Monthly Exch Rate |NZD|1.100459882
Monthly Exch Rate |SGD|0.838251073
Monthly Exch Rate |USD|0.623970449
