Source|Rate|1124
RBA rate |USD|0.653585714
RBA rate |CNY|61.75714286
RBA rate |JPY|4.710319048
RBA rate |EUR|100.4347619
RBA rate |KRW|0.614647619
RBA rate |GBP|911.2628571
RBA rate |SGD|0.512461905
RBA rate |INR|0.873380952
RBA rate |THB|55.12904762
RBA rate |NZD|22.51333333
RBA rate |TWD|1.104971429
RBA rate |MYR|21.14809524
RBA rate |IDR|2.89912381
RBA rate |VND|10343.66667
RBA rate |HKD|16583.33333
RBA rate |CAD|5.084595238
RBA rate |CHF|0.913233333
RBA rate |PHP|38.36333333
RBA rate |SDR|0.495519048
XE Rate |AED|2.39119
XE Rate |ARS|657.617
XE Rate |BOB|4.50898
XE Rate |BWP|8.88202
XE Rate |BRL|3.88978
XE Rate |CHF|0.573664
XE Rate |CLP|634.178
XE Rate |COP|2888.51
XE Rate |CRC|331.782
XE Rate |MXN|13.2661
XE Rate |MYR|2.89456
XE Rate |PEN|2.44282
XE Rate |PYG|5091.07
XE Rate |QAR|2.37003
XE Rate |ZAR|11.7588
XE Rate |UYU|28.1313
Monthly Exch Rate |CAD|0.911834703
Monthly Exch Rate |EUR|0.615475516
Monthly Exch Rate |GBP|0.511221308
Monthly Exch Rate |HKD|5.066703147
Monthly Exch Rate |JPY|97.51340809
Monthly Exch Rate |NZD|1.104861279
Monthly Exch Rate |SGD|0.871976422
Monthly Exch Rate |USD|0.651084055
